deviationid	username	random	uploaded_date	filename	Red_Mean	Blue_Mean	Green_Mean	Hue_Mean	Hue_Std	Sat_Mean	Sat_Median	Sat_Std	Contrast_8	Correlation_8	Energy_8	Edge_Amount_Sobel	Entropy	Brightness_Mean	Brightness_Median	Brightness_Std
72744226	Jellaboom	0.01394137	37977	3-Dimensional Art/Scenes/Landscapes/000000/Phenomenon_by_Jellaboom.jpg	113.014464	89.451917	72.684137	0.516942	0.385883	0.481783	0.483051	0.128263	1.087955	0.624634	0.116793	0.052299	7.291655	86.626153	77	42.86914
101860608	n8iveattitude1	0.014002425	38286	Fractal Art/000000/Pinwheel_Pink_by_n8iveattitude1.jpg	66.943782	29.516633	44.21866	0.313381	0.353106	0.629345	0.702703	0.26351	1.576993	0.682704	0.16438	0.043272	6.962464	49.340872	24	54.55562
113901378	n8iveattitude1	0.014049479	38406	Fractal Art/000000/Detailed_Spin_by_n8iveattitude1.jpg	79.3495	93.419332	86.837251	0.504894	0.266406	0.434833	0.422594	0.192257	2.001621	0.210723	0.064505	0.044738	7.223149	85.34902	84	40.651996
180409362	Fiery-Fire	0.014312337	38984	Photomanipulation/Landscapes & Scenery/000000/return_to_the_home_shore_by_fiery_fire-d2zesr6.jpg	81.721919	95.12672	100.131886	0.395134	0.197762	0.347877	0.312102	0.211513	1.38107	0.71206	0.067367	0.039177	7.700097	94.057128	85	55.248873
107066529	Xantipa2	0.014349787	38342	Mixed Media/Abstract/000000/Abstract___176_by_Xantipa2.jpg	114.691144	37.248269	72.256956	0.118139	0.192549	0.659995	0.733333	0.237792	0.780555	0.708311	0.114031	0.02857	7.26434	80.943033	75	40.961604
18728192	swinck	0.014404781	37036	Fractal Art/000000/the_eagle_flight_by_swinck.jpg	2.504202	104.375477	36.389406	0.621415	0.03263	0.969747	0.990826	0.050229	0.188795	0.856202	0.253782	0.027177	5.927145	33.980379	24	24.17877
91732929	Jellaboom	0.01440686	38182	Fractal Art/000000/Spiral_Twist_by_Jellaboom.jpg	67.942158	32.160266	48.407056	0.132764	0.154677	0.56464	0.586498	0.206652	1.08619	0.408301	0.175601	0.039566	6.791814	52.398977	45	33.425998
62703985	Kattvinge	0.014741326	37851	Fractal Art/000000/Rose_Desktop_by_Kattvinge.jpg	16.449629	6.383423	16.638147	0.130382	0.145238	0.479833	0.583333	0.410029	0.323504	0.680673	0.441733	0.043884	4.989177	15.414119	5	23.684071
134328242	Kattvinge	0.01478403	38585	Fractal Art/000000/Sprinkling_drink____by_Kattvinge.jpg	19.933488	9.881421	17.956741	0.022925	0.058277	0.110318	0	0.267175	0.533351	0.880965	0.740162	0.023088	1.8839	17.627708	0	53.375716
108918210	VirusNO1	0.014919694	38360	Fractal Art/000000/a7f9e5ac252bdba8e64d3692e1175014.jpg	112.414454	114.954674	142.932415	0.322591	0.09816	0.34933	0.345455	0.179358	2.256676	0.705087	0.049952	0.03904	7.725459	130.607676	117	69.404978
90245234	Jellaboom	0.015005708	38167	3-Dimensional Art/Scenes/Landscapes/000000/Voyage_to_Strange_Lands_by_Jellaboom.jpg	57.798024	71.445123	64.545613	0.493316	0.205181	0.401509	0.4125	0.167482	0.609676	0.806903	0.187424	0.031202	7.172175	63.309445	50	43.689285
88470593	n8iveattitude1	0.01501248	38150	Fractal Art/000000/Spiked_Forgiveness_by_n8iveattitude1.jpg	30.090889	20.213469	20.33503	0.23313	0.289257	0.550084	0.62963	0.388566	1.102623	0.357966	0.245977	0.03985	5.54634	23.225432	13	31.537155
59033248	Kattvinge	0.015032189	37805	Fractal Art/000000/Europa__s_heart_by_Kattvinge.jpg	95.828537	71.817611	122.180173	0.255314	0.052191	0.446542	0.4	0.131999	0.620013	0.867519	0.131334	0.035381	7.511714	108.554742	93	54.208711
47967554	swinck	0.015438168	37654	Fractal Art/000000/maskuniux_by_swinck.jpg	86.23135	58.058276	91.396408	0.155706	0.182826	0.392468	0.223176	0.400022	1.632208	0.852585	0.148028	0.022649	6.192593	86.045972	66	85.20351
165180193	WS-Clave	0.015527835	38861	Vector/Vehicles/000000/31cfd0efb9faa9d84246d1f6468d7db1.jpg	238.6157	240.49709	238.84005	0.114555	0.243	0.018266	0	0.073041	1.236364	0.561623	0.659712	0.025553	2.201636	238.956347	255	42.766705
164322242	Artico621	0.015536315	38853	Fractal Art/000001/Home_Recipe_by_Artico621.jpg	82.554816	53.87317	67.701422	0.273556	0.290815	0.641721	0.746544	0.34049	3.053945	0.546497	0.053995	0.045745	7.439523	70.564399	46	64.255641
90830128	n8iveattitude1	0.015673265	38173	Fractal Art/000000/Old_Favorite_by_n8iveattitude1.jpg	79.525279	22.75145	43.082551	0.071856	0.029059	0.657358	0.6875	0.152884	0.696925	0.532745	0.206705	0.033778	6.731113	51.668686	46	29.699304
62996402	Kattvinge	0.015683212	37855	Fractal Art/000000/Monochrome_Shivers_by_Kattvinge.jpg	128.950625	128.688773	130.05408	0.156193	0.159667	0.013082	0.010638	0.019562	1.470819	0.640922	0.054757	0.028026	7.686092	129.519882	130	50.855516
158713921	n8iveattitude1	0.015688033	38803	Fractal Art/000001/Lavender_and_Lace_by_n8iveattitude1.jpg	81.113697	91.815296	76.44946	0.634831	0.239363	0.213637	0.219512	0.099348	2.173966	0.518861	0.070516	0.032965	7.280689	79.598437	68	54.080942
97294786	Fiery-Fire	0.015754395	38236	Fractal Art/000000/Arwena_by_Fiery_Fire.jpg	32.178938	49.93197	49.310751	0.47635	0.122734	0.386756	0.363636	0.170459	0.91961	0.677178	0.18053	0.023011	6.708154	44.216406	29	41.853552
44485074	Kattvinge	0.016134996	37599	Fractal Art/000000/Dazzling2_by_Kattvinge.jpg	59.380483	71.966625	66.333778	0.684288	0.336125	0.176581	0.057143	0.237065	1.341748	0.55121	0.308508	0.041331	4.178389	65.06896	34	45.478852
44775746	Kattvinge	0.016275966	37604	Fractal Art/000000/Merry_Christmas_Everyone_by_Kattvinge.jpg	60.44524	46.587001	65.073614	0.258379	0.221251	0.398466	0.416667	0.24059	1.77009	0.539563	0.09264	0.026553	7.151753	61.592197	54	50.263213
133593089	Xantipa2	0.016344209	38579	Mixed Media/Abstract/000000/068aea873562fb6603fc13dd48b1ada2.jpg	117.746406	37.401136	56.233664	0.22361	0.36089	0.739289	0.829268	0.268045	0.664246	0.825651	0.173436	0.027033	7.069947	72.475986	54	50.571381
124239857	Fiery-Fire	0.016359128	38502	Fractal Art/000000/Washing_machine_by_Fiery_Fire.jpg	125.322989	82.766069	93.393549	0.212738	0.321657	0.465522	0.42029	0.342074	5.417592	0.435025	0.027153	0.049967	7.865062	101.729881	83	78.016189
22561888	swinck	0.01640444	37138	Fractal Art/000000/rainbow_butterfly_flight_by_swinck.jpg	31.606061	109.882957	57.545577	0.6003	0.109954	0.911065	1	0.173604	0.716791	0.692349	0.394186	0.032013	5.671093	55.685796	37	38.228626
67546928	Xantipa2	0.016557979	37910	Fractal Art/000000/Crazy_Red_by_Xantipa2.jpg	72.915959	18.225677	14.263264	0.430385	0.470064	0.631031	0.834711	0.406467	0.520852	0.692357	0.199334	0.035181	5.724683	32.247366	26	31.855608
122735106	Jellaboom	0.016616388	38488	3-Dimensional Art/Abstract/000000/SIMPLICITY_by_Jellaboom.jpg	15.879455	15.10252	49.603851	0.185453	0.184063	0.41622	0.3	0.422813	1.234905	0.64629	0.268822	0.035051	4.850805	35.580447	10	47.423123
92542049	WS-Clave	0.016675416	38190	Vector/Objects/000000/41739d24fe486abf189f9ec88a29d2b2.jpg	222.61326	224.414304	222.90215	0.11209	0.233616	0.037703	0	0.093667	1.550108	0.794613	0.594869	0.023161	2.514382	222.996405	255	70.39258
113070930	Xantipa2	0.017031339	38398	Mixed Media/Abstract/000000/Ab09_abstract___24_by_Xantipa2.jpg	63.979014	66.43157	81.332	0.399638	0.161943	0.349263	0.333333	0.163932	1.474511	0.501874	0.094989	0.045711	7.278624	74.443083	68	44.23736
102229888	n8iveattitude1	0.017046208	38290	Fractal Art/000000/Reflecting_Volume_by_n8iveattitude1.jpg	90.178822	42.342378	79.425801	0.1367	0.103221	0.518898	0.506173	0.183107	1.53643	0.608617	0.085718	0.041134	7.492116	78.403318	70	50.114071
133473058	Xantipa2	0.01718248	38578	Mixed Media/Abstract/000000/deea6506a3fec59b4ce89d8973e170fe.jpg	71.201267	32.416544	64.034398	0.153692	0.073457	0.640277	0.651376	0.291458	0.614441	0.783103	0.181263	0.041775	7.01604	62.595737	50	40.600266
124183409	Kattvinge	0.017217655	38501	Fractal Art/000000/May_Apo_27_2009_by_Kattvinge.jpg	31.202189	2.86401	9.828781	0.027581	0.102756	0.320117	0	0.442814	0.169865	0.890762	0.578441	0.01548	3.46693	15.41921	0	31.379715
142678098	Xantipa2	0.017636701	38661	Mixed Media/Abstract/000000/cdc7164233685214f191871bec449a1c.jpg	103.49053	53.79761	53.442178	0.47763	0.475046	0.557515	0.56383	0.185858	1.307267	0.580674	0.084453	0.036239	7.237516	68.461785	59	44.745133
85489633	SfinxMagnum	0.017653498	38119	Fractal Art/000000/Radial_fragrance_by_SfinxMagnum.jpg	198.435029	138.266805	182.935996	0.145288	0.106146	0.38962	0.323276	0.32544	1.334889	0.825005	0.09929	0.030971	7.441734	182.491587	205	70.500566
67879730	SfinxMagnum	0.017774867	37914	Fractal Art/000000/Red_sun_by_SfinxMagnum.jpg	31.686264	24.170619	27.220303	0.073476	0.151353	0.169084	0	0.28466	0.975532	0.753229	0.384532	0.009931	4.97365	28.204219	3	53.129266
107122113	Fiery-Fire	0.01788611	38343	Fractal Art/000000/Neverland_by_Fiery_Fire.jpg	145.418153	101.217192	102.980724	0.24203	0.376451	0.329448	0.238095	0.32721	4.759008	0.418196	0.03405	0.055749	7.765961	115.467748	113	71.823795
60969088	Xantipa2	0.018043188	37831	Fractal Art/000000/Apo2007_152_by_Xantipa2.jpg	39.27579	24.36568	35.099591	0.179732	0.217276	0.565075	0.72	0.371496	0.905705	0.730174	0.270326	0.015705	6.087622	35.128886	13	45.136871
122384114	n8iveattitude1	0.018064466	38484	Fractal Art/000000/09_05_13_uf2_by_n8iveattitude1.jpg	106.215377	121.094957	117.587881	0.428172	0.170837	0.186722	0.178082	0.10625	1.490141	0.782939	0.072777	0.031379	7.544964	114.602711	94	66.907151
108490642	WS-Clave	0.018153982	38356	Vector/Vehicles/000000/18ea42fc0139724f3ad8ac8363f8d50b.jpg	231.991332	234.763612	233.942433	0.121273	0.227787	0.023624	0	0.074063	1.457176	0.610475	0.570948	0.024684	2.725675	233.446821	255	49.387151
79758657	n8iveattitude1	0.01816606	38057	Fractal Art/000000/with_a_twist_by_n8iveattitude1.jpg	57.895567	54.374171	40.771612	0.723919	0.304919	0.392352	0.37931	0.139875	0.411417	0.670042	0.345095	0.034715	6.452314	47.441685	39	28.508126
76113762	SfinxMagnum	0.018418156	38017	Fractal Art/000000/Soft_pastels_by_SfinxMagnum.jpg	209.659553	180.236036	206.964839	0.248969	0.205522	0.19951	0.161826	0.152128	0.692671	0.681919	0.3943	0.011847	6.510703	204.723783	217	40.920419
53746274	Xantipa2	0.018469072	37732	Fractal Art/000000/Play_with_Plastic_II_by_Xantipa2.jpg	61.246355	36.763408	33.951625	0.789683	0.371954	0.464603	0.48	0.102592	0.653922	0.656726	0.193642	0.038976	6.639624	42.461271	32	32.638441
190361490	Xantipa2	0.01847442	39071	Miscellaneous/Abstract/000000/ab10_unbalanced_by_xantipa2-d35c3v6.jpg	152.976717	89.589189	117.663881	0.119512	0.172665	0.484508	0.462857	0.330078	2.230708	0.713537	0.044509	0.049803	7.430405	125.028541	113	73.624486
147373985	WS-Clave	0.01870724	38705	Vector/Vehicles/000000/ef594f08efab3cbe8baf83b1b8d2ed47.jpg	237.826724	239.044469	238.122098	0.047338	0.162134	0.012465	0	0.071629	1.198341	0.590045	0.654098	0.025118	2.16401	238.138301	255	44.010523
104261538	VirusNO1	0.018737976	38312	Fractal Art/000000/3a656baff2ac64abd23fd582605e38fd.jpg	117.410292	130.803739	131.251681	0.493508	0.02707	0.119064	0.111801	0.0354	1.265071	0.726792	0.065011	0.036946	7.659517	126.997198	128	54.288882
163437777	Xantipa2	0.018780369	38845	Mixed Media/Abstract/000000/96c95230f3d0ed029485db323d761159.jpg	68.400674	36.706734	28.964508	0.37644	0.387297	0.510705	0.582418	0.367883	1.492509	0.449068	0.115953	0.041246	6.301234	41.639675	32	40.880382
21112019	swinck	0.018837733	37100	Fractal Art/000000/cosmic_time_machine_by_swinck.jpg	59.686406	43.76779	49.145067	0.315994	0.34554	0.591732	0.63964	0.379906	1.781156	0.646543	0.127154	0.046147	6.635636	51.667689	34	56.176805
128335425	WS-Clave	0.018908524	38537	Vector/Vehicles/000000/Dogfighters_Series_2_Part_4_by_WS_Clave.jpg	206.168874	186.788551	199.382381	0.166084	0.132835	0.116896	0.058824	0.169264	1.130078	0.701319	0.312205	0.022018	3.66637	199.904498	235	54.473093
101227042	Fiery-Fire	0.019086978	38279	Fractal Art/000000/Amon_RA_by_Fiery_Fire.jpg	127.057515	35.301007	78.459266	0.305451	0.363078	0.665666	0.777778	0.271414	2.278458	0.708312	0.069816	0.03314	7.391534	88.074652	88	69.617427
77913874	Kattvinge	0.019114141	38036	Fractal Art/000000/February_Flowers_21_by_Kattvinge.jpg	152.815033	131.344697	145.097132	0.20054	0.208158	0.160935	0.128571	0.120229	0.648633	0.704623	0.140008	0.032594	6.91242	145.885793	140	35.524896
146591665	Artico621	0.0192166	38698	Fractal Art/000000/The_Power_Of_Healing_by_Artico621.jpg	105.91857	184.524002	134.117314	0.601205	0.097161	0.435206	0.446043	0.184242	0.267047	0.87245	0.173947	0.01806	7.09466	131.431373	130	34.83418
23991872	swinck	0.019471866	37177	Fractal Art/000000/botanica_by_swinck.jpg	8.379939	4.311956	25.693723	0.299403	0.210071	0.743618	1	0.39505	0.3302	0.717413	0.451971	0.029336	4.906036	18.044222	12	24.812812
79882722	n8iveattitude1	0.019722621	38058	Fractal Art/000000/addicted_to_julians_by_n8iveattitude1.jpg	33.970004	21.543918	11.36865	0.315588	0.432371	0.276422	0	0.356024	0.243404	0.828822	0.439747	0.022453	3.58328	19.291799	0	29.674964
108369408	Artico621	0.019733648	38355	Fractal Art/000000/Fractal_Paint_____by_Artico621.jpg	131.638303	156.501085	90.035336	0.688398	0.223079	0.551633	0.606061	0.189743	0.779403	0.756901	0.112214	0.024705	7.421039	110.055113	103	44.690749
48126306	VirusNO1	0.019869315	37656	Fractal Art/000000/2007_2_5_38_by_VirusNO1.jpg	21.734055	189.996765	28.837069	0.65669	0.058263	0.883583	1	0.265291	1.171028	0.527658	0.531094	0.034137	4.127914	45.029715	21	45.885433
106967952	SfinxMagnum	0.019899131	38341	Fractal Art/000000/Circular_size_by_SfinxMagnum.jpg	218.623577	227.95489	211.825881	0.374313	0.348136	0.12774	0.050926	0.185319	1.50918	0.591227	0.179137	0.059075	6.158075	215.698005	236	47.949682
93912064	Xantipa2	0.019941024	38204	Fractal Art/000000/UF2008___107_by_Xantipa2.jpg	76.800807	29.096607	55.049143	0.104529	0.154217	0.567452	0.623077	0.346901	1.453192	0.710563	0.096609	0.04496	6.605214	58.593506	43	56.438819
77450833	SfinxMagnum	0.01996646	38031	Fractal Art/000000/Rotational_3_preview_by_SfinxMagnum.jpg	62.372315	47.470824	53.898082	0.157917	0.232707	0.535085	0.625	0.328602	3.201056	0.703082	0.26231	0.020786	5.992442	55.701457	15	83.76632
91515936	Jellaboom	0.020193482	38180	Fractal Art/000000/For_My_Favorite_B_by_Jellaboom.jpg	27.047511	28.965241	28.264995	0.182207	0.261907	0.037428	0	0.080035	0.63698	0.861765	0.498399	0.017436	4.405185	27.972167	1	54.105146
116102401	SfinxMagnum	0.020363257	38426	Fractal Art/000000/Magmasian_nest_2_by_SfinxMagnum.jpg	96.895902	34.688593	46.510645	0.21893	0.366538	0.690425	0.744186	0.257078	1.657039	0.653143	0.10549	0.027939	7.144948	60.23222	39	56.358227
102576592	Kattvinge	0.020951571	38294	Fractal Art/000000/November_Flowers_1_by_Kattvinge.jpg	52.595968	76.0096	69.954815	0.488387	0.178568	0.549665	0.52381	0.279264	0.732011	0.83853	0.170401	0.028757	6.910547	65.456485	46	53.479915
23682355	swinck	0.020979927	37168	Fractal Art/000000/blue_impact_by_swinck.jpg	22.336856	92.281824	71.167826	0.477129	0.193677	0.72627	0.922535	0.34242	0.479547	0.882913	0.145657	0.031801	6.370065	58.922613	45	50.464943
137750593	Jellaboom	0.021134859	38615	3-Dimensional Art/Characters/Female/000000/Woman_with_Green_Car_by_Jellaboom.jpg	45.749314	30.58209	46.205638	0.282538	0.272207	0.492414	0.459459	0.261585	0.627342	0.707589	0.216637	0.023779	6.755689	44.27675	34	35.143479
183687312	VirusNO1	0.021205624	39013	Fractal Art/Raw Fractals/000000/2010_10_23_12_by_virusno1-d31d21c.jpg	76.449304	35.977276	55.188083	0.082723	0.086987	0.509817	0.481481	0.229763	0.329661	0.681504	0.233937	0.034214	6.571268	59.365079	59	23.438072
37148448	swinck	0.02127154	37466	Fractal Art/000000/prestos_by_swinck.jpg	48.526408	66.302165	88.715135	0.284507	0.225981	0.610211	0.698925	0.398854	2.261459	0.644094	0.082669	0.038694	6.513236	74.139011	77	64.037275
163947521	VirusNO1	0.021289061	38850	Fractal Art/000001/2010_5_14_11_by_VirusNO1.jpg	6.214586	21.727825	14.969148	0.259265	0.296937	0.369979	0	0.423231	0.40445	0.563185	0.516332	0.045195	3.731708	13.112143	1	23.450047
161301473	Artico621	0.021592431	38826	Fractal Art/000001/The_Duo_by_Artico621.jpg	112.761462	125.42097	83.133458	0.573745	0.297795	0.466757	0.47619	0.207616	1.712882	0.47887	0.057087	0.05474	7.462349	96.818223	98	45.183664
91878401	SfinxMagnum	0.021655652	38183	Fractal Art/000000/Flamable_by_SfinxMagnum.jpg	74.186351	12.007191	50.06661	0.115806	0.118154	0.880643	0.956522	0.214977	0.945165	0.738667	0.233152	0.009451	6.961453	52.930144	39	50.604998
114426752	n8iveattitude1	0.021744052	38411	Fractal Art/000000/Well_Look_at_That_by_n8iveattitude1.jpg	58.808603	31.981938	35.734208	0.125125	0.266768	0.570632	0.513514	0.312392	2.473009	0.404203	0.13499	0.039481	6.648013	42.217108	21	49.384509
113255232	Jellaboom	0.021769342	38400	Fractal Art/000000/HEARTS_A_PLENTY_by_Jellaboom.jpg	25.87315	20.806075	8.662464	0.566756	0.402059	0.576154	0.680737	0.394752	0.540351	0.58763	0.506805	0.015263	4.961791	15.196026	5	27.541901
152166113	n8iveattitude1	0.022047458	38745	Fractal Art/000001/Orange_whorl_by_n8iveattitude1.jpg	140.814319	103.910283	119.03286	0.252692	0.31783	0.321857	0.120301	0.375012	3.297908	0.713556	0.094361	0.022688	6.674495	123.853165	89	86.393059
105150352	Kattvinge	0.022059292	38321	Fractal Art/000000/Butterflies_behind_bars_by_Kattvinge.jpg	158.137191	121.451984	151.862661	0.140515	0.028701	0.260007	0.157895	0.204466	1.845863	0.514106	0.056053	0.047825	7.532088	150.237535	149	48.28731
143438352	Xantipa2	0.022220771	38668	Mixed Media/Abstract/000000/52f5a80fc0dcfe5fce8abd724a7c46db.jpg	82.538895	59.673653	75.255109	0.144819	0.117129	0.321184	0.183099	0.310208	1.459676	0.539751	0.064516	0.028955	7.320938	75.673261	73	45.224299
97068002	Artico621	0.022313882	38234	Fractal Art/000000/Computer_Bug_by_Artico621.jpg	92.053161	85.265464	79.195101	0.435057	0.284836	0.578944	0.603774	0.241968	0.583426	0.868961	0.141302	0.022025	7.532023	83.728143	75	53.302651
88493376	WS-Clave	0.022471189	38150	Vector/Vehicles/000000/76da79bc2415af3094e231051ce4a4e3.jpg	235.57644	237.234631	235.304703	0.13498	0.264195	0.02303	0	0.091894	1.297957	0.606701	0.608717	0.025951	2.491013	235.594671	255	46.360955
142917201	Artico621	0.022808273	38663	Fractal Art/000000/Only_The_Shadows_Know_by_Artico621.jpg	78.503475	74.590229	82.055328	0.542685	0.27241	0.442048	0.351515	0.250865	0.771165	0.895209	0.144621	0.020148	7.466135	80.136661	47	68.501445
85827633	n8iveattitude1	0.022824594	38122	Fractal Art/000000/Conceptual_Brushstroke_by_n8iveattitude1.jpg	79.919916	29.235963	55.550109	0.200124	0.265407	0.657978	0.671875	0.144784	0.523471	0.761855	0.188069	0.032322	6.97841	59.845381	61	36.611653
19999827	swinck	0.022867573	37070	Fractal Art/000000/flowers_star_II_by_swinck.jpg	78.00239	84.513492	91.995621	0.341535	0.25524	0.415655	0.366255	0.323003	2.094979	0.712515	0.067165	0.044456	7.022611	86.955313	83	68.638717
125352210	n8iveattitude1	0.022878543	38512	Fractal Art/000000/09_06_09_uf3_by_n8iveattitude1.jpg	85.728104	75.035228	77.259065	0.294837	0.35532	0.196988	0.086957	0.27884	3.464674	0.579485	0.056254	0.04621	7.4006	79.539506	61	73.266657
127355362	n8iveattitude1	0.022902118	38529	Fractal Art/000000/Soft_Parade_by_n8iveattitude1.jpg	166.293498	136.00127	120.704495	0.662193	0.363365	0.351529	0.305699	0.193064	1.248794	0.752292	0.07902	0.028588	7.454584	136.09945	145	57.997474
128058081	Kattvinge	0.022941232	38535	Fractal Art/000000/Gift_for_DarkSalvation_by_Kattvinge.jpg	114.769588	68.178646	101.360034	0.283084	0.298853	0.451181	0.425	0.201405	1.640575	0.543289	0.067344	0.044952	7.416521	101.593803	106	49.571889
28216800	swinck	0.023003217	37282	Fractal Art/000000/beanpearl_spaceship_by_swinck.jpg	74.961967	97.846882	91.542542	0.45141	0.208574	0.44557	0.381579	0.326602	0.318112	0.924536	0.18941	0.012965	6.58145	87.286807	76	48.64481
102324960	Artico621	0.023651658	38291	Fractal Art/000000/Black_Dahlia_by_Artico621.jpg	95.700185	68.611715	74.384374	0.114392	0.227143	0.268176	0.104478	0.316511	1.26355	0.47094	0.155719	0.037486	6.648271	80.101899	72	37.860849
46767136	Xantipa2	0.023754094	37636	Fractal Art/000000/For_You_II_by_Xantipa2.jpg	58.249889	25.07422	59.063959	0.193751	0.098441	0.631818	0.666667	0.20421	1.127387	0.559906	0.174454	0.031612	6.82378	54.967713	46	38.700828
89213216	WS-Clave	0.023959281	38157	Vector/Vehicles/000000/90ee808f83e58126924ff0ef42cca077.jpg	232.510956	231.195722	232.656647	0.080312	0.179374	0.037372	0	0.105091	1.553644	0.645799	0.609492	0.028087	2.540206	232.447196	255	53.434978
17655361	swinck	0.023995325	37006	Fractal Art/000000/Duel_by_swinck.jpg	39.790346	5.350321	25.006881	0.089617	0.017357	0.890729	0.964286	0.148096	0.583543	0.547377	0.302075	0.04524	4.514972	27.112881	15	23.103198
56827138	Xantipa2	0.024023816	37775	Fractal Art/000000/Flowers_in_Winter_by_Xantipa2.jpg	93.039734	69.825183	88.724602	0.129478	0.069069	0.24395	0.247934	0.129493	1.83597	0.561031	0.05357	0.039102	7.33206	87.821597	84	52.595903
161127952	Xantipa2	0.024201485	38824	Fractal Art/000001/UF2010_059_by_Xantipa2.jpg	79.522116	50.167193	70.805389	0.190445	0.221984	0.401226	0.461538	0.263631	1.678734	0.632197	0.079421	0.047964	6.808195	71.061297	67	54.187692
146393697	Jellaboom	0.024326408	38696	Fractal Art/000000/PARASITE_BEAUTIFUL_by_Jellaboom.jpg	16.148802	20.014608	23.281332	0.261971	0.293313	0.332111	0.25	0.357361	0.264506	0.869305	0.436297	0.021977	4.564598	20.772	2	35.27045
115646160	Fiery-Fire	0.024340559	38422	Fractal Art/000000/Fury_by_Fiery_Fire.jpg	88.069167	24.43914	35.691018	0.264472	0.399621	0.827179	0.9	0.205534	3.076864	0.406531	0.110226	0.059141	6.879314	50.059293	23	55.83651
96185842	Jellaboom	0.024380977	38225	Fractal Art/000000/Summer_Pentagram_by_Jellaboom.jpg	39.923086	23.059585	39.39343	0.174798	0.117202	0.394929	0.4	0.254196	0.411505	0.8978	0.287404	0.023115	6.401502	37.712279	14	48.691446
162815696	n8iveattitude1	0.024624667	38839	Fractal Art/000001/Reflecting_Perception_by_n8iveattitude1.jpg	70.207004	60.649168	64.247171	0.573954	0.206317	0.204929	0.125	0.196445	0.664479	0.511765	0.226203	0.038705	6.513437	43.260536	36	27.914603
125194928	VirusNO1	0.024707027	38510	Fractal Art/000000/0993f401745547a3b9d1d8bae859cc79.jpg	1.797044	156.113526	55.496154	0.6158	0.033326	0.989229	0.994681	0.019919	0.514891	0.63189	0.169003	0.032759	6.682788	50.886299	50	27.458457
73507201	SfinxMagnum	0.024762472	37986	Fractal Art/000000/Filtered_ilusions_by_SfinxMagnum.jpg	61.034997	32.725056	36.937189	0.082097	0.227381	0.527474	0.568966	0.130728	0.862694	0.687199	0.266448	0.010081	6.361255	43.694078	26	43.545573
51371682	Kattvinge	0.024843696	37700	Fractal Art/000000/FeatheryWorm_by_Kattvinge.jpg	67.403884	79.693449	64.225036	0.461758	0.327623	0.238937	0.172249	0.29141	1.601012	0.831693	0.15328	0.042948	5.846021	66.932379	36	78.475216
46618640	Xantipa2	0.024881693	37634	Fractal Art/000000/APOP20_by_Xantipa2.jpg	61.765662	19.42182	62.261828	0.171364	0.042895	0.710189	0.745763	0.15151	0.606648	0.736627	0.155659	0.033654	7.005988	57.235019	50	37.150597
132568897	Artico621	0.024936207	38571	Fractal Art/000000/A_Single_Reward_by_Artico621.jpg	108.974423	56.747564	81.395087	0.194368	0.273414	0.515743	0.516129	0.159277	1.861259	0.545953	0.060358	0.045928	7.588595	86.840949	85	50.297569
22724960	swinck	0.024993065	37142	Fractal Art/000000/aliens_carnival_by_swinck.jpg	32.303291	35.478786	41.223939	0.266096	0.293516	0.467298	0.455285	0.413808	1.817027	0.563749	0.216804	0.041304	5.405999	37.89567	8	51.48008
94841296	Artico621	0.025051303	38212	Fractal Art/000000/Heartache_2_by_Artico621.jpg	106.984317	87.700158	97.367762	0.260675	0.262036	0.363452	0.307692	0.231831	0.466591	0.77316	0.197229	0.015996	7.024016	99.141771	91	35.227701
83631090	n8iveattitude1	0.025286515	38099	Fractal Art/000000/Smaller_Approach_by_n8iveattitude1.jpg	46.23245	30.857751	33.273991	0.340904	0.309534	0.5748	0.571429	0.201444	0.686638	0.531802	0.184811	0.036789	6.475206	36.88531	29	28.311681
91795585	n8iveattitude1	0.025405108	38183	Fractal Art/000000/Mystic_by_n8iveattitude1.jpg	42.95553	25.501924	27.935183	0.066976	0.188871	0.198419	0.080645	0.264138	0.247748	0.823578	0.251075	0.027622	5.097045	32.150862	32	29.603062
36326737	swinck	0.025508969	37451	Fractal Art/000000/BADULAKIUM_by_swinck.jpg	77.321731	1.610534	63.319156	0.137722	0.172874	0.719555	0.991379	0.434919	1.297698	0.707615	0.17071	0.030159	5.617616	60.45477	83	53.526351
144909249	Jellaboom	0.025597487	38682	3-Dimensional Art/Characters/Female/000000/NOCTURNAL_PUDDLE_JUMPER_by_Jellaboom.jpg	22.479738	39.610426	28.032164	0.602651	0.109047	0.63377	0.666667	0.187106	0.579533	0.809565	0.410473	0.016829	5.779215	27.701818	13	41.730134
104837329	Jellaboom	0.025659337	38318	Fractal Art/000000/Circus_Glass_by_Jellaboom.jpg	14.140076	19.360381	20.630215	0.177575	0.241048	0.274868	0	0.349144	0.829552	0.690658	0.525368	0.028379	4.098814	18.544111	0	40.901527
94968768	SfinxMagnum	0.025693196	38214	Fractal Art/000000/Bird_dream_by_SfinxMagnum.jpg	60.984768	34.359643	52.499532	0.115999	0.045308	0.477101	0.483871	0.092978	0.823604	0.72963	0.432749	0.007997	6.482667	52.922723	35	48.95047
